Start Time:  09-May-17 11:55:53           Time Completed:  09-May-17 12:11:12       Elapsed Time:  00:15:42
Sample ID:     170509, Co-Al A0, 18,5 mg, RT run

Experiment:    C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.exp
Data File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.txt
Plot File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.oc2
VSM Exp File:  C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.stp
VSM Data File: C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.dat

***DATA***

Field(G)	 Moment(emu)	 Temperature(C)	
 3144.39 	 0.526268 	-270 	
 3159.92 	 0.527316 	-270 	
 3175.28 	 0.528371 	-270.01 	
 3190.01 	 0.5292 	-270.01 	
 3205.43 	 0.530247 	-270.01 	
 3219.77 	 0.531282 	-270.01 	
 3234.66 	 0.532109 	-270.01 	
 3250.93 	 0.533114 	-270.01 	
 3264.62 	 0.533946 	-270 	
 3280.92 	 0.534842 	-270 	
 3295.51 	 0.535852 	-270.01 	
 3309.57 	 0.536565 	-270.01 	
 3325.52 	 0.537579 	-270.01 	
 3339.22 	 0.538326 	-270.01 	
 3355.6 	 0.539216 	-270.01 	
 3370.09 	 0.540139 	-270.01 	
 3386.16 	 0.541021 	-270.01 	
 3399.26 	 0.541719 	-270.01 	
 3415.01 	 0.542469 	-270.01 	
 3430.39 	 0.543285 	-270.01 	
 3444.49 	 0.544213 	-270.01 	
 3460.24 	 0.54493 	-270.01 	
 3475.68 	 0.545776 	-270.01 	
 3489.74 	 0.546443 	-270.01 	
 3505.42 	 0.547193 	-270.01 	
 3519.38 	 0.547981 	-270.01 	
 3535.72 	 0.54879 	-270.01 	
 3550.57 	 0.549665 	-270 	
 3564.31 	 0.550271 	-270.01 	
 3581.13 	 0.550946 	-270.01 	
 3594.96 	 0.55176 	-270.01 	
 3609.28 	 0.552354 	-270.01 	
 3626.21 	 0.553212 	-270.01 	
 3639.15 	 0.553803 	-270.01 	
 3646.82 	 0.554164 	-270.01 	
 3662.46 	 0.554891 	-270.01 	
 3681.11 	 0.555664 	-270.01 	
 3700.31 	 0.556451 	-270.01 	
 3715.04 	 0.557255 	-270.01 	
 3730.13 	 0.557913 	-270.01 	
 3745.27 	 0.558448 	-270 	
 3759.25 	 0.559119 	-270.01 	
 3775.37 	 0.559806 	-270.01 	
 3790.33 	 0.560412 	-270.01 	
 3805.25 	 0.561092 	-270.01 	
 3818.95 	 0.56156 	-270.01 	
 3835.74 	 0.562227 	-270.01 	
 3850.25 	 0.562902 	-270.01 	
 3865.48 	 0.563427 	-270.01 	
 3878.92 	 0.564101 	-270.01 	
 3895.37 	 0.564649 	-270 	
 3911.49 	 0.565289 	-270.01 	
 3924.75 	 0.5658 	-270.01 	
 3941.14 	 0.566412 	-270.01 	
 3954.41 	 0.566989 	-270 	
 3969.89 	 0.567538 	-270 	
 3985.37 	 0.568133 	-270.01 	
 3999.83 	 0.568586 	-270 	
 4015.5 	 0.569192 	-270 	
 4029.08 	 0.569745 	-270 	
 4046.19 	 0.570334 	-270 	
 4059.41 	 0.570754 	-270 	
 4074.63 	 0.571188 	-270.01 	
 4089.8 	 0.571793 	-270.01 	
 4105.19 	 0.572314 	-270.01 	
 4119.39 	 0.572842 	-270.01 	
 4136.37 	 0.573338 	-270.01 	
 4149.37 	 0.573912 	-270.01 	
 4164.7 	 0.574318 	-270.01 	
 4180.4 	 0.574861 	-270 	
 4195.19 	 0.575371 	-270 	
 4210.02 	 0.575912 	-270.01 	
 4224.84 	 0.576323 	-270.01 	
 4239.58 	 0.576787 	-270.01 	
 4255.54 	 0.577396 	-270.01 	
 4270.3 	 0.577821 	-270 	
 4284.66 	 0.578248 	-270.01 	
 4300.17 	 0.578748 	-270.01 	
 4315.19 	 0.579131 	-270.01 	
 4329.82 	 0.579546 	-270.01 	
 4345.07 	 0.580082 	-270.01 	
 4360.4 	 0.580672 	-270.01 	
 4374.37 	 0.58091 	-270.01 	
 4390.28 	 0.581433 	-270.01 	
 4406.19 	 0.581885 	-270 	
 4420.14 	 0.582292 	-270.01 	
 4434.71 	 0.582733 	-270.01 	
 4449.38 	 0.583015 	-270 	
 4456.74 	 0.583256 	-270.01 	
 4472.75 	 0.583811 	-270.01 	
 4491.7 	 0.584332 	-270.01 	
 4509.88 	 0.584795 	-270.01 	
 4524.88 	 0.585358 	-270.01 	
 4540.48 	 0.585749 	-270.01 	
 4554.04 	 0.586012 	-270.01 	
 4570.78 	 0.586489 	-270.01 	
 4584.85 	 0.586885 	-270.01 	
 4600 	 0.587257 	-270.01 	
 4615.14 	 0.587635 	-270.01 	
 4629.82 	 0.588002 	-270.01 	
 4644.84 	 0.588431 	-270.01 	
 4659.99 	 0.588827 	-270.01 	
 4675.07 	 0.589158 	-270.01 	
 4689.28 	 0.589567 	-270.01 	
 4704.75 	 0.589869 	-270.01 	
 4721.02 	 0.590314 	-270.01 	
 4735.03 	 0.5907 	-270.01 	
 4749.43 	 0.59106 	-270.01 	
 4765.5 	 0.591485 	-270 	
 4779.81 	 0.591723 	-270 	
 4794.63 	 0.592127 	-270.01 	
 4809.69 	 0.592481 	-270.01 	
 4825.13 	 0.592832 	-270.01 	
 4840.21 	 0.593213 	-270.01 	
 4855.23 	 0.593649 	-270 	
 4869.72 	 0.593899 	-270.01 	
 4884.93 	 0.594271 	-270.01 	
 4900.14 	 0.594665 	-270.01 	
 4914.79 	 0.594889 	-270.01 	
 4930.44 	 0.595211 	-270.01 	
 4944.61 	 0.595699 	-270.01 	
 4961 	 0.596133 	-270.01 	
 4975.1 	 0.596325 	-270.01 	
 4990.03 	 0.596575 	-270.01 	
 5004.85 	 0.596965 	-270 	
 5020.32 	 0.597348 	-270.01 	
 5034.69 	 0.597605 	-270.01 	
 5050.36 	 0.597985 	-270.01 	
 5064.8 	 0.598326 	-270.01 	
 5079.82 	 0.598508 	-270.01 	
 5095.81 	 0.598872 	-270.01 	
 5109.16 	 0.599236 	-270.01 	
 5124.67 	 0.599672 	-270.01 	
 5140.86 	 0.599991 	-270.01 	
 5154.87 	 0.600247 	-270.01 	
 5170.29 	 0.600571 	-270.01 	
 5184.65 	 0.600783 	-270.01 	
 5200.65 	 0.601028 	-270.01 	
 5214.84 	 0.601295 	-270.01 	
 5230.03 	 0.601704 	-270.01 	
 5244.91 	 0.602041 	-270.01 	
 5258.98 	 0.602403 	-270.01 	
 5276.33 	 0.60264 	-270.01 	
 5289.89 	 0.602949 	-270.01 	
 5301.01 	 0.603025 	-270.01 	
 5313.31 	 0.603318 	-270.01 	
 5327.08 	 0.603571 	-270.01 	
 5349.92 	 0.604063 	-270.01 	
 5364.49 	 0.604314 	-270.01 	
 5380.96 	 0.604697 	-270.01 	
 5394.73 	 0.604938 	-270.01 	
 5410.14 	 0.605238 	-270.01 	
 5424.39 	 0.605452 	-270.01 	
 5439.92 	 0.605768 	-270.01 	
 5456.04 	 0.606041 	-270.01 	
 5469.86 	 0.606287 	-270.01 	
 5484.93 	 0.606597 	-270.01 	
 5499.44 	 0.606891 	-270.01 	
 5514.67 	 0.60721 	-270.01 	
 5530.75 	 0.607537 	-270 	
 5545.14 	 0.607688 	-270 	
 5560.21 	 0.607943 	-270.01 	
 5575.08 	 0.608252 	-270.01 	
 5589.71 	 0.608476 	-270.01 	
 5606.38 	 0.60886 	-270.01 	
 5619.54 	 0.609064 	-270.01 	
 5634.89 	 0.609395 	-270.01 	
 5649.47 	 0.609551 	-270.01 	
 5665.64 	 0.609898 	-270.01 	
 5679.78 	 0.610195 	-270.01 	
 5695.36 	 0.610354 	-270.01 	
 5709.86 	 0.610565 	-270.01 	
 5724.03 	 0.610864 	-270.01 	
 5740.8 	 0.611081 	-270.01 	
 5754.5 	 0.611308 	-270.01 	
 5769.93 	 0.611642 	-270.01 	
 5785.8 	 0.611864 	-270.01 	
 5798.93 	 0.611999 	-270.01 	
 5815.54 	 0.612357 	-270.01 	
 5830.31 	 0.612544 	-270.01 	
 5844.74 	 0.612732 	-270 	
 5859.74 	 0.613062 	-270.01 	
 5874.79 	 0.613312 	-270.01 	
 5890.41 	 0.613454 	-270 	
 5905.05 	 0.613699 	-270.01 	
 5920.47 	 0.614046 	-270.01 	
 5934.31 	 0.614343 	-270.01 	
 5950.51 	 0.614591 	-270.01 	
 5964.59 	 0.614816 	-270.01 	
 5980.11 	 0.615091 	-270.01 	
 5994.6 	 0.615266 	-270.01 	
 6009.78 	 0.615545 	-270 	
 6025.46 	 0.615829 	-270 	
 6039.74 	 0.616026 	-270.01 	
 6054.32 	 0.616231 	-270.01 	
 6070.41 	 0.616478 	-270.01 	
 6084.97 	 0.616728 	-270.01 	
 6099.77 	 0.616878 	-270.01 	
 6107.28 	 0.616989 	-270.01 	
 6122.24 	 0.617363 	-270.01 	
 6141.66 	 0.617669 	-270.01 	
 6158.74 	 0.617755 	-270.01 	
 6174.77 	 0.618071 	-270.01 	
 6189.8 	 0.618311 	-270.01 	
 6205.34 	 0.618567 	-270.01 	
 6220.06 	 0.61878 	-270.01 	
 6234.34 	 0.61907 	-270.01 	
 6250.72 	 0.61937 	-270.01 	
 6265.32 	 0.61958 	-270.01 	
 6279.53 	 0.619718 	-270.01 	
 6295.15 	 0.620004 	-270.01 	
 6310.25 	 0.620204 	-270 	
 6324.21 	 0.62047 	-270 	
 6339.5 	 0.620628 	-270.01 	
 6355.6 	 0.620798 	-270.01 	
 6369.65 	 0.621159 	-270.01 	
 6385.41 	 0.621332 	-270.01 	
 6399.48 	 0.621495 	-270.01 	
 6415.07 	 0.621718 	-270.01 	
 6429.63 	 0.621953 	-270.01 	
 6445.36 	 0.622082 	-270.01 	
 6459.56 	 0.622395 	-270.01 	
 6474.74 	 0.62264 	-270.01 	
 6489.59 	 0.622868 	-270.01 	
 6505.42 	 0.623034 	-270.01 	
 6520.24 	 0.623233 	-270.01 	
 6535.12 	 0.623494 	-270.01 	
 6549.85 	 0.623772 	-270.01 	
 6565.03 	 0.623893 	-270.01 	
 6579.41 	 0.623974 	-270.01 	
 6595.07 	 0.62416 	-270 	
 6609.55 	 0.62446 	-270 	
 6624.66 	 0.624662 	-270.01 	
 6639.41 	 0.624869 	-270.01 	
 6656.02 	 0.625116 	-270.01 	
 6670.25 	 0.625302 	-270.01 	
 6684.31 	 0.62546 	-270.01 	
 6700.4 	 0.625643 	-270.01 	
 6715.26 	 0.625915 	-270.01 	
 6729.63 	 0.626085 	-270.01 	
 6745.17 	 0.626292 	-270.01 	
 6758.94 	 0.626438 	-270.01 	
 6775.73 	 0.626575 	-270.01 	
 6789.02 	 0.626832 	-270.01 	
 6804.85 	 0.626973 	-270.01 	
 6820.1 	 0.627279 	-270.01 	
 6834.46 	 0.627467 	-270.01 	
 6850.43 	 0.627617 	-270.01 	
 6865.17 	 0.627791 	-270.01 	
 6879.51 	 0.627993 	-270.01 	
 6895.16 	 0.628148 	-270.01 	
 6909.49 	 0.628441 	-270.01 	
 6925.37 	 0.628599 	-270.01 	
 6939.57 	 0.628787 	-270.01 	
 6951.82 	 0.62892 	-270.01 	
 6961.86 	 0.629004 	-270.01 	
 6977.63 	 0.629263 	-270.01 	
 6999.42 	 0.629491 	-270.01 	
 7014.44 	 0.629739 	-270.01 	
 7030.13 	 0.629854 	-270.01 	
 7044.16 	 0.630058 	-270.01 	
 7059.79 	 0.630221 	-270.01 	
 7076.33 	 0.630437 	-270.01 	
 7089.25 	 0.630601 	-270.01 	
 7105.33 	 0.630823 	-270.01 	
 7119.56 	 0.630977 	-270.01 	
 7134.74 	 0.631118 	-270.01 	
 7149.95 	 0.631334 	-270.01 	
 7164.64 	 0.631598 	-270.01 	
 7180.46 	 0.631802 	-270.01 	
 7194.46 	 0.631954 	-270.01 	
 7210.44 	 0.632133 	-270 	
 7224.54 	 0.632326 	-270.01 	
 7239.53 	 0.632531 	-270 	
 7255.59 	 0.632803 	-270.01 	
 7270.11 	 0.633013 	-270.01 	
 7284.88 	 0.633196 	-270.01 	
 7299.6 	 0.633299 	-270 	
 7314.73 	 0.63359 	-270 	
 7330.42 	 0.633839 	-270.01 	
 7344.25 	 0.633933 	-270.01 	
 7360.69 	 0.634153 	-270.01 	
 7374.62 	 0.634255 	-270.01 	
 7389.61 	 0.634467 	-270 	
 7405.88 	 0.634669 	-270.01 	
 7419.07 	 0.634761 	-270.01 	
 7434.51 	 0.634967 	-270.01 	
 7450.07 	 0.635241 	-270.01 	
 7465.52 	 0.635269 	-270.01 	
 7479.78 	 0.635427 	-270.01 	
 7494.87 	 0.635774 	-270.01 	
 7510.28 	 0.635994 	-270 	
 7525 	 0.636149 	-270 	
 7539.96 	 0.636241 	-270 	
 7554.43 	 0.636382 	-270 	
 7569.41 	 0.636533 	-270.01 	
 7584.66 	 0.63661 	-270.01 	
 7600.28 	 0.636766 	-270.01 	
 7615.35 	 0.636968 	-270.01 	
 7629.37 	 0.637076 	-270 	
 7644.95 	 0.637328 	-270 	
 7659.32 	 0.637434 	-270.01 	
 7674.5 	 0.637552 	-270.01 	
 7690.81 	 0.637769 	-270.01 	
 7704.99 	 0.638017 	-270.01 	
 7719.7 	 0.638119 	-270 	
 7735.17 	 0.63816 	-270.01 	
 7749.11 	 0.638342 	-270.01 	
 7760.92 	 0.638627 	-270.01 	
 7772.84 	 0.638756 	-270.01 	
 7791.09 	 0.638888 	-270.01 	
 7809.27 	 0.638938 	-270.01 	
 7824.9 	 0.639176 	-270.01 	
 7840.52 	 0.639409 	-270.01 	
 7854.28 	 0.639437 	-270.01 	
 7870.59 	 0.639666 	-270.01 	
 7883.99 	 0.639724 	-270.01 	
 7899.4 	 0.640043 	-270.01 	
 7915.47 	 0.640353 	-270.01 	
 7929.14 	 0.640397 	-270.01 	
 7945.3 	 0.640488 	-270.01 	
 7960.31 	 0.64064 	-270.01 	
 7974.44 	 0.640888 	-270.01 	
 7989.81 	 0.641083 	-270.01 	
 8003.95 	 0.641203 	-270 	
 8020.48 	 0.641361 	-270.01 	
 8034.69 	 0.6415 	-270.01 	
 8049.57 	 0.641652 	-270 	
 8064.5 	 0.641777 	-270.01 	
 8079.35 	 0.641907 	-270.01 	
 8095.31 	 0.64212 	-270.01 	
 8109.67 	 0.642146 	-270.01 	
 8125.36 	 0.642396 	-270.01 	
 8139.84 	 0.642515 	-270.01 	
 8154.51 	 0.642456 	-270.01 	
 8170.69 	 0.642635 	-270.01 	
 8184.61 	 0.642966 	-270.01 	
 8199.99 	 0.643124 	-270.01 	
 8214.6 	 0.643145 	-270.01 	
 8229.96 	 0.643318 	-270 	
 8244.02 	 0.643501 	-270.01 	
 8260.11 	 0.643778 	-270.01 	
 8274.44 	 0.643822 	-270.01 	
 8289.45 	 0.643866 	-270.01 	
 8305.38 	 0.644039 	-270.01 	
 8318.94 	 0.644347 	-270.01 	
 8335.43 	 0.64446 	-270.01 	
 8349.82 	 0.644474 	-270.01 	
 8364.77 	 0.644605 	-270.01 	
 8380.32 	 0.644789 	-270.01 	
 8394.21 	 0.64486 	-270.01 	
 8409.29 	 0.645101 	-270.01 	
 8425.04 	 0.645235 	-270.01 	
 8439.13 	 0.645282 	-270.01 	
 8454.51 	 0.645623 	-270.01 	
 8469.97 	 0.645869 	-270.01 	
 8484.16 	 0.645776 	-270.01 	
 8500.09 	 0.645923 	-270.01 	
 8514.24 	 0.64614 	-270.01 	
 8529.78 	 0.646189 	-270 	
 8545.1 	 0.646291 	-270 	
 8559.66 	 0.646468 	-270.01 	
 8570.3 	 0.646619 	-270.01 	
 8583.28 	 0.646726 	-270 	
 8596.46 	 0.646829 	-270 	
 8619.02 	 0.646958 	-270 	
 8634.22 	 0.647188 	-270 	
 8650.42 	 0.647306 	-270.01 	
 8664.45 	 0.647385 	-270.01 	
 8679.59 	 0.647428 	-270.01 	
 8695.36 	 0.647612 	-270.01 	
 8709.37 	 0.647857 	-270.01 	
 8724.87 	 0.647932 	-270 	
 8739.3 	 0.648073 	-270.01 	
 8755.25 	 0.648253 	-270.01 	
 8770.15 	 0.648476 	-270.01 	
 8784.23 	 0.64861 	-270.01 	
 8799.37 	 0.648672 	-270.01 	
 8815.11 	 0.648787 	-270.01 	
 8829.68 	 0.648955 	-270.01 	
 8844.1 	 0.649079 	-270.01 	
 8860.16 	 0.649237 	-270.01 	
 8874.8 	 0.649429 	-270.01 	
 8889.28 	 0.649486 	-270.01 	
 8905.49 	 0.649607 	-270.01 	
 8918.85 	 0.649832 	-270 	
 8934.39 	 0.649818 	-270 	
 8949.62 	 0.650085 	-270.01 	
 8964.49 	 0.650219 	-270.01 	
 8980.67 	 0.65045 	-270 	
 8993.75 	 0.650533 	-270.01 	
 9009.59 	 0.650612 	-270 	
 9024.92 	 0.650803 	-270.01 	
 9039.66 	 0.650882 	-270.01 	
 9055.08 	 0.651049 	-270.01 	
 9068.99 	 0.651077 	-270.01 	
 9085.98 	 0.651234 	-270.01 	
 9099.59 	 0.651233 	-270.01 	
 9113.5 	 0.651428 	-270.01 	
 9131.39 	 0.651607 	-270.01 	
 9144.1 	 0.651672 	-270.01 	
 9160.3 	 0.651806 	-270.01 	
 9175.62 	 0.65191 	-270.01 	
 9189.05 	 0.652111 	-270.01 	
 9204.29 	 0.652176 	-270.01 	
 9219.04 	 0.652258 	-270.01 	
 9235.45 	 0.652467 	-270.01 	
 9249.72 	 0.652656 	-270.01 	
 9265 	 0.652778 	-270.01 	
 9278.52 	 0.652765 	-270.01 	
 9294.42 	 0.653026 	-270.01 	
 9310.05 	 0.653209 	-270.01 	
 9324.89 	 0.653298 	-270.01 	
 9340.32 	 0.653419 	-270.01 	
 9353.43 	 0.653461 	-270.01 	
 9370.17 	 0.653637 	-270.01 	
 9385.03 	 0.653734 	-270.01 	
 9399.29 	 0.653934 	-270.01 	
 9411.55 	 0.654155 	-270.01 	
 9421.55 	 0.654033 	-270.01 	
 9437.81 	 0.654293 	-270.01 	
 9459.46 	 0.654489 	-270.01 	
 9474.36 	 0.6546 	-270.01 	
 9489.92 	 0.654744 	-270 	
 9503.96 	 0.655008 	-270.01 	
 9520.49 	 0.655228 	-270.01 	
 9534.13 	 0.655159 	-270.01 	
 9548.95 	 0.655402 	-270.01 	
 9565.15 	 0.65551 	-270.01 	
 9579.23 	 0.65557 	-270.01 	
 9594.42 	 0.655724 	-270.01 	
 9610.07 	 0.655828 	-270.01 	
 9623.6 	 0.656126 	-270.01 	
 9640.39 	 0.656197 	-270.01 	
 9653.82 	 0.6561 	-270.01 	
 9670.02 	 0.656332 	-270.01 	
 9684.99 	 0.656294 	-270.01 	
 9699.49 	 0.65645 	-270.01 	
 9714.3 	 0.656685 	-270.01 	
 9729.19 	 0.65676 	-270.01 	
 9744.3 	 0.656929 	-270.01 	
 9759.39 	 0.657009 	-270.01 	
 9774.86 	 0.657131 	-270.01 	
 9789.4 	 0.657322 	-270 	
 9804.43 	 0.657538 	-270.01 	
 9819.26 	 0.657533 	-270 	
 9834.1 	 0.657663 	-270 	
 9849.72 	 0.657817 	-270 	
 9864.01 	 0.657793 	-270.01 	
 9880.99 	 0.657971 	-270.01 	
 9893.49 	 0.65805 	-270.01 	
 9909.07 	 0.658161 	-270.01 	
 9925.02 	 0.658187 	-270.01 	
 9939.46 	 0.658133 	-270.01 	
 9954.75 	 0.658277 	-270.01 	
 9969.92 	 0.658536 	-270.01 	
 9983.56 	 0.658541 	-270.01 	
 9999.34 	 0.658562 	-270.01 	
 10014.8 	 0.658828 	-270 	
 10029.7 	 0.658972 	-270 	
 10044.8 	 0.65904 	-270.01 	
 10059 	 0.659114 	-270.01 	
 10073.8 	 0.65917 	-270.01 	
 10089.6 	 0.659458 	-270.01 	
 10104 	 0.659488 	-270.01 	
 10119.6 	 0.6595 	-270.01 	
 10135.1 	 0.659648 	-270.01 	
 10148.8 	 0.65992 	-270.01 	
 10164.1 	 0.659886 	-270.01 	
 10179.1 	 0.66001 	-270.01 	
 10195 	 0.660106 	-270.01 	
 10210.2 	 0.660301 	-270.01 	
 10220.8 	 0.660325 	-270.01 	
 10231.4 	 0.66041 	-270.01 	
 10246.6 	 0.660548 	-270.01 	
 10269.5 	 0.660771 	-270.01 	
 10284.1 	 0.66074 	-270.01 	
 10299.5 	 0.661037 	-270.01 	
 10313.6 	 0.661184 	-270.01 	
 10329.2 	 0.661307 	-270.01 	
 10344.7 	 0.661452 	-270 	
 10359.1 	 0.661502 	-270 	
 10374.9 	 0.661591 	-270.01 	
 10389 	 0.661652 	-270.01 	
 10403.9 	 0.661748 	-270.01 	
 10420 	 0.661975 	-270.01 	
 10433.9 	 0.66215 	-270.01 	
 10449.6 	 0.662184 	-270.01 	
 10464.8 	 0.662288 	-270.01 	
 10478.8 	 0.662417 	-270.01 	
 10493.9 	 0.662551 	-270.01 	
 10508.9 	 0.662604 	-270 	
 10524.9 	 0.662867 	-270.01 	
 10539.7 	 0.662919 	-270.01 	
 10553.4 	 0.663168 	-270.01 	
 10569.5 	 0.663276 	-270.01 	
 10583.4 	 0.663409 	-270.01 	
 10599.7 	 0.663554 	-270.01 	
 10614 	 0.66364 	-270.01 	
 10628.6 	 0.66376 	-270.01 	
 10644.3 	 0.663757 	-270.01 	
 10658.7 	 0.663871 	-270.01 	
 10674.1 	 0.664056 	-270.01 	
 10689 	 0.664121 	-270.01 	
 10704.8 	 0.664263 	-270.01 	
 10719 	 0.664355 	-270.01 	
 10733.6 	 0.664613 	-270.01 	
 10749.2 	 0.664669 	-270.01 	
 10763.7 	 0.664684 	-270.01 	
 10779.5 	 0.664882 	-270.01 	
 10793.5 	 0.664911 	-270.01 	
 10809.9 	 0.665023 	-270 	
 10824 	 0.665081 	-270.01 	
 10839 	 0.665223 	-270.01 	
 10854.7 	 0.665506 	-270.01 	
 10869.1 	 0.665486 	-270.01 	
 10883.5 	 0.665472 	-270.01 	
 10900 	 0.665598 	-270 	
 10913.1 	 0.665788 	-270.01 	
 10929.4 	 0.666 	-270.01 	
 10944.4 	 0.666067 	-270.01 	
 10959.5 	 0.666022 	-270.01 	
 10973.8 	 0.665964 	-270.01 	
 10989.7 	 0.665912 	-270.01 	
 11003.9 	 0.666092 	-270.01 	
 11018.3 	 0.666072 	-270.01 	
 11034.2 	 0.666277 	-270.01 	
 11049.4 	 0.666431 	-270.01 	
 11064.4 	 0.666388 	-270 	
 11071.4 	 0.666385 	-270.01 	
 11086.4 	 0.666538 	-270.01 	
 11105.7 	 0.666687 	-270 	
 11123.9 	 0.666799 	-270 	
 11138.8 	 0.666965 	-270 	
 11154.2 	 0.66697 	-270.01 	
 11169.6 	 0.666964 	-270.01 	
 11183.8 	 0.667277 	-270.01 	
 11198.4 	 0.667389 	-270.01 	
 11214.5 	 0.6673 	-270.01 	
 11229.7 	 0.667497 	-270.01 	
 11243.8 	 0.667618 	-270.01 	
 11259.5 	 0.667657 	-270.01 	
 11273 	 0.66765 	-270.01 	
 11289 	 0.667766 	-270.01 	
 11305 	 0.667797 	-270.01 	
 11317.7 	 0.667928 	-270.01 	
 11334 	 0.668007 	-270 	
 11348.8 	 0.668075 	-270.01 	
 11363 	 0.668186 	-270.01 	
 11379.3 	 0.668328 	-270.01 	
 11393.4 	 0.668424 	-270 	
 11408.6 	 0.668421 	-270 	
 11424.2 	 0.668621 	-270.01 	
 11437.8 	 0.668692 	-270.01 	
 11453.7 	 0.668762 	-270.01 	
 11468.4 	 0.668915 	-270.01 	
 11484.3 	 0.669016 	-270.01 	
 11498.8 	 0.669058 	-270 	
 11513.6 	 0.669047 	-270 	
 11528.2 	 0.668958 	-270.01 	
 11543.3 	 0.669275 	-270.01 	
 11559.1 	 0.669351 	-270.01 	
 11573.2 	 0.669336 	-270.01 	
 11588.4 	 0.669485 	-270.01 	
 11604.4 	 0.669599 	-270.01 	
 11618.1 	 0.669704 	-270.01 	
 11634.1 	 0.669645 	-270 	
 11648.9 	 0.669745 	-270.01 	
 11662.7 	 0.669953 	-270.01 	
 11678.9 	 0.669947 	-270.01 	
 11693.4 	 0.66999 	-270.01 	
 11708.3 	 0.670148 	-270.01 	
 11722.6 	 0.670284 	-270.01 	
 11740.5 	 0.670449 	-270 	
 11752.4 	 0.670391 	-270 	
 11767.8 	 0.670712 	-270.01 	
 11786 	 0.670596 	-270.01 	
 11796.9 	 0.670738 	-270.01 	
 11814.5 	 0.670926 	-270.01 	
 11827.9 	 0.670937 	-270.01 	
 11843.3 	 0.671015 	-270.01 	
 11858.6 	 0.671188 	-270 	
 11872.9 	 0.671258 	-270.01 	
 11881.2 	 0.671316 	-270.01 	
 11895.5 	 0.671476 	-270 	
 11914.1 	 0.671458 	-270.01 	
 11932.7 	 0.671581 	-270.01 	
 11948.9 	 0.671705 	-270.01 	
 11963.7 	 0.671869 	-270 	
 11978.5 	 0.671917 	-270.01 	
 11992.9 	 0.672002 	-270 	
 12008.1 	 0.67204 	-270 	
 12023.1 	 0.672151 	-270.01 	
 12038 	 0.672327 	-270 	
 12053.4 	 0.672374 	-270 	
 12067.7 	 0.672503 	-270 	
 12082.7 	 0.672537 	-270.01 	
 12098.7 	 0.672684 	-270.01 	
 12113.3 	 0.672808 	-270.01 	
 12127.7 	 0.672935 	-270.01 	
 12142.9 	 0.672946 	-270.01 	
 12157.3 	 0.672953 	-270.01 	
 12174.1 	 0.673051 	-270.01 	
 12187.7 	 0.673122 	-270.01 	
 12202.3 	 0.67308 	-270.01 	
 12219.8 	 0.67338 	-270.01 	
 12231.5 	 0.673308 	-270.01 	
 12249 	 0.673517 	-270 	
 12262.4 	 0.673617 	-270.01 	
 12277.7 	 0.673651 	-270.01 	
 12292 	 0.673714 	-270.01 	
 12308 	 0.673874 	-270.01 	
 12323.3 	 0.673912 	-270.01 	
 12337.2 	 0.6739 	-270.01 	
 12352.7 	 0.674172 	-270.01 	
 12367.9 	 0.674184 	-270.01 	
 12383.7 	 0.674247 	-270.01 	
 12397.4 	 0.674248 	-270 	
 12412 	 0.674447 	-270 	
 12427.7 	 0.674622 	-270.01 	
 12443.4 	 0.674722 	-270.01 	
 12456.9 	 0.674718 	-270 	
 12473.4 	 0.674839 	-270.01 	
 12486.8 	 0.674954 	-270 	
 12502.6 	 0.675013 	-270.01 	
 12517.6 	 0.675021 	-270.01 	
 12532.6 	 0.675091 	-270.01 	
 12548.2 	 0.675079 	-270.01 	
 12561.8 	 0.675293 	-270 	
 12577.6 	 0.67539 	-270.01 	
 12591.9 	 0.675356 	-270.01 	
 12607.8 	 0.675404 	-270.01 	
 12621.8 	 0.675544 	-270.01 	
 12638.6 	 0.675626 	-270 	
 12651.6 	 0.675801 	-270.01 	
 12667 	 0.675779 	-270.01 	
 12682.7 	 0.675884 	-270.01 	
 12698.1 	 0.676044 	-270.01 	
 12713.8 	 0.676031 	-270.01 	
 12720.1 	 0.676078 	-270.01 	
 12734.1 	 0.676131 	-270.01 	
 12753.2 	 0.676256 	-270.01 	
 12771.2 	 0.676391 	-270.01 	
 12787 	 0.676379 	-270.01 	
 12802.4 	 0.676477 	-270.01 	
 12817.1 	 0.676518 	-270.01 	
 12832.3 	 0.676777 	-270.01 	
 12846.9 	 0.676734 	-270.01 	
 12862.2 	 0.676773 	-270.01 	
 12877 	 0.677022 	-270.01 	
 12891.8 	 0.677152 	-270.01 	
 12906.6 	 0.677061 	-270.01 	
 12921.6 	 0.67711 	-270.01 	
 12937.2 	 0.677311 	-270 	
 12952 	 0.677355 	-270.01 	
